item_id,original_title,release_year,genres,rating,rating_num,s_hat_5,prior_m,C
tt2802144,Kingsman: The Secret Service,2014,Action/Comedy/Crime/Adventure,3.7,12147900.0,3.7,3.58,80
tt28082769,September 5,2024,History/Drama/Thriller,3.4,1256690.0,3.4,3.58,80
tt2820852,Furious 7,2015,Thriller/Crime/Action,3.3,3773410.0,3.3,3.58,80
tt28249919,Presence,2024,Horror/Thriller/Drama,3.0,2234960.0,3.0,3.58,80
tt28277817,Bird,2024,Fantasy/Drama,3.7,928540.0,3.7,3.58,80
tt28443655,Death of a Unicorn,2025,Comedy/Horror/Fantasy,2.7,2681730.0,2.7,3.58,80
tt2848292,Pitch Perfect 2,2015,Comedy/Music,3.0,4299080.0,3.0,3.58,80
tt28490044,悪は存在しない,2023,Drama,3.8,1009980.0,3.8,3.58,80
tt28491891,His Three Daughters,2023,Comedy/Drama,3.8,1161470.0,3.8,3.58,80
tt2854926,Tag,2018,Action/Comedy,3.0,2694750.0,3.0,3.58,80
tt28607951,Anora,2024,Drama/Romance/Comedy,3.8,20210570.0,3.8,3.58,80
tt2866360,Coherence,2013,Science Fiction/Thriller,3.7,3179610.0,3.7,3.58,80
tt2870612,"As Above, So Below",2014,Horror/Thriller,3.2,4051390.0,3.2,3.58,80
tt2872718,Nightcrawler,2014,Crime/Drama/Thriller,4.0,14582330.0,4.0,3.58,80
tt2873282,Red Sparrow,2018,Mystery/Thriller,2.9,1646900.0,2.9,3.58,80
tt28814949,Taylor Swift: The Eras Tour,2023,Music,4.3,2982470.0,4.3,3.58,80
tt2883512,Chef,2014,Comedy,3.7,3832540.0,3.7,3.58,80
tt2884206,I Origins,2014,Drama/Science Fiction,3.7,1229740.0,3.7,3.58,80
tt28912758,The Swan,2023,Drama,3.6,1928470.0,3.6,3.58,80
tt28912858,The Rat Catcher,2023,Comedy,3.3,1869110.0,3.3,3.58,80
tt28912885,Poison,2023,Thriller/Comedy,3.6,2108050.0,3.6,3.58,80
tt2906216,Dungeons & Dragons: Honor Among Thieves,2023,Fantasy/Adventure/Comedy,3.5,6773050.0,3.5,3.58,80
tt2908446,Insurgent,2015,Action/Science Fiction/Thriller,2.5,3279860.0,2.5,3.58,80
tt2911666,John Wick,2014,Action/Thriller,3.8,15385950.0,3.8,3.58,80
tt29268110,Smile 2,2024,Mystery/Horror,3.2,7791770.0,3.2,3.58,80
tt29344903,Den stygge stesøsteren,2025,Fantasy/Drama/Comedy/Horror,3.7,1845200.0,3.7,3.58,80
tt2937696,Everybody Wants Some!!,2016,Comedy,3.7,1439950.0,3.7,3.58,80
tt29439114,La habitación de al lado,2024,Drama,3.4,1722080.0,3.4,3.58,80
tt2948356,Zootopia,2016,Animation/Family/Comedy/Adventure,3.7,13953940.0,3.7,3.58,80
tt2948372,Soul,2020,Drama/Family/Animation/Comedy/Fantasy,3.9,19378310.0,3.9,3.58,80
tt2953050,Encanto,2021,Comedy/Family/Fantasy/Animation,3.5,13014740.0,3.5,3.58,80
tt29603959,Novocaine,2025,Action/Comedy/Thriller,3.1,3243430.0,3.1,3.58,80
tt29623480,The Wild Robot,2024,Animation/Family/Science Fiction,4.2,10620320.0,4.2,3.58,80
tt2975578,The Purge: Anarchy,2014,Horror/Thriller,2.9,2098100.0,2.9,3.58,80
tt29929565,Opus,2025,Horror/Thriller/Mystery,2.7,1421290.0,2.7,3.58,80
tt30057084,Babygirl,2024,Drama/Romance,2.7,7556160.0,2.7,3.58,80
tt3011894,Relatos salvajes,2014,Comedy/Thriller/Drama,4.1,2247470.0,4.1,3.58,80
tt30127325,Black Mirror: Common People,2025,Romance/Science Fiction,3.6,2026730.0,3.6,3.58,80
tt30253473,Materialists,2025,Romance/Drama,3.0,7416040.0,3.0,3.58,80
tt30319503,Dìdi (弟弟),2024,Comedy/Drama,4.0,2510230.0,4.0,3.58,80
tt30321146,In a Violent Nature,2024,Thriller/Drama/Horror,2.7,1709090.0,2.7,3.58,80
tt3040964,The Jungle Book,2016,Family/Drama/Adventure/Animation/Fantasy,3.2,3698690.0,3.2,3.58,80
tt30505698,Friendship,2024,Comedy,3.5,3006300.0,3.5,3.58,80
tt30645201,Honey Don’t!,2025,Comedy/Crime,2.4,958100.0,2.4,3.58,80
tt3079380,Spy,2015,Action/Crime/Comedy,3.2,2247320.0,3.2,3.58,80
tt30840798,The Phoenician Scheme,2025,Adventure/Comedy,3.5,4893460.0,3.5,3.58,80
tt3086442,"Ich seh, Ich seh",2014,Thriller/Mystery/Horror,3.4,1450070.0,3.4,3.58,80
tt30953759,لا أرض أخرى,2024,Documentary,4.6,896790.0,4.6,3.58,80
tt30955489,Until Dawn,2025,Mystery/Horror,2.5,2983710.0,2.5,3.58,80
tt30988739,Black Bag,2025,Thriller/Mystery/Drama,3.4,2938530.0,3.4,3.58,80
tt3099498,Tusk,2014,Horror/Comedy,,0.0,3.58,3.58,80
tt31022050,Our Little Secret,2024,Drama/Romance/Comedy,2.3,1610980.0,2.3,3.58,80
tt31036941,Jurassic World Rebirth,2025,Adventure/Science Fiction/Action,2.7,7678470.0,2.7,3.58,80
tt3104988,Crazy Rich Asians,2018,Romance/Comedy,3.5,7978870.0,3.5,3.58,80
tt31193180,Sinners,2025,Thriller/Action/Horror,4.1,24353930.0,4.1,3.58,80
tt31193791,The Last Showgirl,2024,Drama,3.3,1454550.0,3.3,3.58,80
tt31392609,หลานม่า,2024,Drama,4.3,1858030.0,4.3,3.58,80
tt31433402,Fear Street: Prom Queen,2025,Horror/Mystery,1.7,2721030.0,1.7,3.58,80
tt3169706,Pride,2014,Drama/Comedy,4.1,1259560.0,4.1,3.58,80
tt31790114,Black Mirror: Bête Noire,2025,Science Fiction,3.3,1700980.0,3.3,3.58,80
tt31806037,Adolescence,2025,Drama/Crime,4.1,8696900.0,4.1,3.58,80
tt3183660,Fantastic Beasts and Where to Find Them,2016,Fantasy/Adventure,3.2,9527030.0,3.2,3.58,80
tt31956415,Freakier Friday,2025,Family/Fantasy/Comedy,3.3,2216150.0,3.3,3.58,80
tt31973693,The Roses,2025,Drama/Comedy,3.5,1208060.0,3.5,3.58,80
tt32063050,Bridget Jones: Mad About the Boy,2025,Drama/Comedy/Romance,3.3,1827450.0,3.3,3.58,80
tt32086077,പ്രഭയായ് നിനച്ചതെല്ലാം,2024,Drama/Romance,3.9,889110.0,3.9,3.58,80
tt32149847,Drop,2025,Mystery/Thriller,2.8,2099890.0,2.8,3.58,80
tt32178949,Les Graines du figuier sauvage,2024,Crime/Drama/Thriller,4.0,970430.0,4.0,3.58,80
tt32221196,One of Them Days,2025,Comedy,3.4,3112380.0,3.4,3.58,80
tt3224458,A Beautiful Day in the Neighborhood,2019,History/Family/Drama,3.6,1411430.0,3.6,3.58,80
tt32246771,Bring Her Back,2025,Horror,3.7,5460130.0,3.7,3.58,80
tt3228774,Cruella,2021,Comedy/Adventure/Crime,3.5,10897660.0,3.5,3.58,80
tt3235888,It Follows,2014,Horror/Mystery,,0.0,3.58,3.58,80
tt32434379,My Fault: London,2025,Drama/Romance,2.9,1677600.0,2.9,3.58,80
tt32558992,Heart Eyes,2025,Horror/Comedy/Romance,2.8,2031170.0,2.8,3.58,80
tt3262342,Loving Vincent,2017,Drama/Animation/History/Mystery,4.0,2359860.0,4.0,3.58,80
tt3263904,Sully,2016,History/Drama,3.5,2668640.0,3.5,3.58,80
tt3281548,Little Women,2019,Drama/Romance/History,4.2,22718520.0,4.2,3.58,80
tt32843349,"Sorry, Baby",2025,Comedy/Drama,4.1,1065440.0,4.1,3.58,80
tt3289956,The Autopsy of Jane Doe,2016,Horror/Mystery,3.2,3239740.0,3.2,3.58,80
tt3315342,Logan,2017,Drama/Science Fiction/Action,4.1,12719090.0,4.1,3.58,80
tt3316960,Still Alice,2014,Drama,3.7,1451720.0,3.7,3.58,80
tt3322940,Annabelle,2014,Horror,2.5,4177310.0,2.5,3.58,80
tt33427273,A Nonsense Christmas with Sabrina Carpenter,2024,Music,3.7,1355500.0,3.7,3.58,80
tt3348730,Jigsaw,2017,Horror/Mystery,2.4,1993470.0,2.4,3.58,80
tt3359350,Road House,2024,Thriller/Action,2.6,3580740.0,2.6,3.58,80
tt3371366,Transformers: The Last Knight,2017,Action/Science Fiction/Adventure,2.0,2073550.0,2.0,3.58,80
tt3387520,Scary Stories to Tell in the Dark,2019,Horror/Mystery/Adventure,2.8,2275680.0,2.8,3.58,80
tt3387648,The Taking of Deborah Logan,2014,Horror/Mystery,3.0,1432870.0,3.0,3.58,80
tt3397884,Sicario,2015,Action/Thriller/Crime,4.0,7806350.0,4.0,3.58,80
tt3398268,思い出のマーニー,2014,Drama/Mystery/Family/Animation,3.9,2636140.0,3.9,3.58,80
tt3402236,Murder on the Orient Express,2017,Mystery/Drama/Crime,3.1,4859700.0,3.1,3.58,80
tt3410834,Allegiant,2016,Science Fiction/Action/Adventure/Mystery,2.1,2401690.0,2.1,3.58,80
tt3416536,Hot Summer Nights,2017,Drama/Crime,2.9,1217210.0,2.9,3.58,80
tt3427252,The Boogeyman,2023,Horror,2.7,1784690.0,2.7,3.58,80
tt3440298,Descendants,2015,Adventure/Family/Fantasy/TV Movie/Music,3.2,2157950.0,3.2,3.58,80
tt3447590,Roald Dahl’s Matilda the Musical,2022,Comedy/Family/Fantasy,3.4,1663720.0,3.4,3.58,80
tt3460252,The Hateful Eight,2015,Drama/Mystery/Western,4.0,10625310.0,4.0,3.58,80
tt3464902,The Lobster,2015,Romance/Drama/Comedy,3.8,9993780.0,3.8,3.58,80
tt3469046,Despicable Me 3,2017,Action/Animation/Adventure/Comedy/Family,2.6,3949200.0,2.6,3.58,80
tt3470600,Sing,2016,Comedy/Music/Animation/Family,3.1,5106250.0,3.1,3.58,80
tt3480822,Black Widow,2021,Action/Adventure/Science Fiction,2.9,13381140.0,2.9,3.58,80
tt3498820,Captain America: Civil War,2016,Adventure/Action/Science Fiction,3.6,17959760.0,3.6,3.58,80
tt3513498,The Lego Movie 2: The Second Part,2019,Action/Comedy/Adventure/Family/Animation,3.1,2544120.0,3.1,3.58,80
tt3513500,Chip ’n Dale: Rescue Rangers,2022,Mystery/Animation/Comedy/Adventure/Family,3.2,1979660.0,3.2,3.58,80
tt3521126,The Disaster Artist,2017,Drama/Comedy,3.6,3878490.0,3.6,3.58,80
tt3521164,Moana,2016,Animation/Adventure/Family/Comedy,3.7,13904220.0,3.7,3.58,80
tt35301431,Homem com H,2025,Drama/Music,4.1,1464570.0,4.1,3.58,80
tt3531824,Nerve,2016,Mystery/Adventure/Crime,3.0,3582800.0,3.0,3.58,80
tt3532216,American Made,2017,Action/Comedy/Crime/Drama,3.4,1788390.0,3.4,3.58,80
tt3544112,Sing Street,2016,Romance/Drama/Music/Comedy,4.0,2990450.0,4.0,3.58,80
tt3554046,Space Jam: A New Legacy,2021,Animation/Adventure/Comedy/Family/Science Fiction,1.9,2343350.0,1.9,3.58,80
tt3566834,A Minecraft Movie,2025,Adventure/Fantasy/Family/Action/Comedy,2.5,11340510.0,2.5,3.58,80
tt3567288,The Visit,2015,Horror/Thriller/Mystery,3.1,3837310.0,3.1,3.58,80
tt3569230,Legend,2015,Crime/Thriller,3.3,1901290.0,3.3,3.58,80
tt3606752,Cars 3,2017,Family/Adventure/Animation/Comedy,3.1,4729290.0,3.1,3.58,80
tt3606756,Incredibles 2,2018,Family/Action/Animation/Adventure,3.4,12331910.0,3.4,3.58,80
tt3612616,Mommy,2014,Drama,4.3,2319520.0,4.3,3.58,80
tt3631112,The Girl on the Train,2016,Thriller/Mystery/Drama/Crime,2.9,1986680.0,2.9,3.58,80
tt36463894,Predator: Killer of Killers,2025,Science Fiction/Thriller/Action/Animation,3.8,1556630.0,3.8,3.58,80
tt3654796,Creep 2,2017,Thriller/Horror,3.3,1955830.0,3.3,3.58,80
tt3659388,The Martian,2015,Drama/Science Fiction/Adventure,3.8,14175970.0,3.8,3.58,80
tt3682448,Bridge of Spies,2015,Drama/Thriller,3.6,2065240.0,3.6,3.58,80
tt3704428,Elvis,2022,Music/History/Drama,3.4,9802360.0,3.4,3.58,80
tt3713166,Unfriended,2014,Horror/Mystery,2.4,2494200.0,2.4,3.58,80
tt3718778,Over the Garden Wall,2014,Animation/Mystery/Family/Comedy,,0.0,3.58,3.58,80
tt3721936,American Honey,2016,Drama,3.8,1333020.0,3.8,3.58,80
tt3731562,Kong: Skull Island,2017,Action/Adventure/Fantasy,3.1,5209940.0,3.1,3.58,80
tt3741700,Godzilla: King of the Monsters,2019,Science Fiction/Action,2.9,3811000.0,2.9,3.58,80
tt3741834,Lion,2016,Drama,3.9,3314020.0,3.9,3.58,80
tt3748172,Gerald’s Game,2017,Drama/Thriller/Horror,3.1,2735150.0,3.1,3.58,80
tt3748528,Rogue One: A Star Wars Story,2016,Adventure/Action/Science Fiction,3.8,13696500.0,3.8,3.58,80
tt3758542,Ferrari,2023,History/Drama,3.2,2266100.0,3.2,3.58,80
tt3766354,The Equalizer 2,2018,Action/Crime/Thriller,3.1,1961990.0,3.1,3.58,80
tt3774694,Love,2015,Romance/Drama,3.2,1492890.0,3.2,3.58,80
tt3783958,La La Land,2016,Drama/Comedy/Music/Romance,4.1,36889670.0,4.1,3.58,80
tt3799232,The Kissing Booth,2018,Comedy/Romance,1.7,4586290.0,1.7,3.58,80
tt3799694,The Nice Guys,2016,Action/Comedy/Crime,3.8,10259120.0,3.8,3.58,80
tt3824458,Tangerine,2015,Comedy/Drama,3.9,2094550.0,3.9,3.58,80
tt3846674,To All the Boys I’ve Loved Before,2018,Comedy/Romance,3.1,8806770.0,3.1,3.58,80
tt3850590,Krampus,2015,Horror/Comedy/Fantasy,2.9,1905210.0,2.9,3.58,80
tt3874544,The Boss Baby,2017,Animation/Comedy/Family,2.6,3213360.0,2.6,3.58,80
tt3882082,The Boy,2016,Horror/Mystery/Thriller,2.6,1889940.0,2.6,3.58,80
tt3890160,Baby Driver,2017,Crime/Action,3.7,25055640.0,3.7,3.58,80
tt3896198,Guardians of the Galaxy Vol. 2,2017,Action/Science Fiction/Adventure,3.6,17799460.0,3.6,3.58,80
tt3907584,All the Bright Places,2020,Romance/Drama,3.1,2750220.0,3.1,3.58,80
tt3908142,The Love Witch,2016,Romance/Horror/Comedy,3.5,2283560.0,3.5,3.58,80
tt3915174,Puss in Boots: The Last Wish,2022,Animation/Family/Fantasy/Comedy/Adventure,4.1,15214110.0,4.1,3.58,80
tt3920596,Big Little Lies,2017,Drama,4.3,1621680.0,4.3,3.58,80
tt3960412,Popstar: Never Stop Never Stopping,2016,Comedy/Music,3.6,2334170.0,3.6,3.58,80
tt3966404,Mustang,2015,Drama,4.2,1099570.0,4.2,3.58,80
tt4016934,아가씨,2016,Thriller/Romance/Drama,4.4,6464110.0,4.4,3.58,80
tt4034228,Manchester by the Sea,2016,Drama,4.1,8407540.0,4.1,3.58,80
tt4045450,I Know What You Did Last Summer,2025,Thriller/Mystery/Horror,2.5,2018140.0,2.5,3.58,80
tt4046784,Maze Runner: The Scorch Trials,2015,Science Fiction/Action/Adventure/Thriller,3.1,4915530.0,3.1,3.58,80
tt4052882,The Shallows,2016,Horror/Thriller/Drama,2.9,1877710.0,2.9,3.58,80
tt4062536,Green Room,2015,Horror/Thriller/Crime,3.6,3266770.0,3.6,3.58,80
tt4093826,Twin Peaks: The Return,2017,Crime/Drama/Thriller/Mystery,4.6,1666690.0,4.6,3.58,80
tt4094724,The Purge: Election Year,2016,Action/Horror/Thriller,2.7,2064560.0,2.7,3.58,80
tt4116284,The Lego Batman Movie,2017,Comedy/Animation/Family/Action,3.9,8019890.0,3.9,3.58,80
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,Fantasy/Adventure,2.6,5496090.0,2.6,3.58,80
tt4123432,Fantastic Beasts: The Secrets of Dumbledore,2022,Adventure/Fantasy,2.6,3955160.0,2.6,3.58,80
tt4126476,After,2019,Romance/Drama,1.6,2464940.0,1.6,3.58,80
tt4154664,Captain Marvel,2019,Science Fiction/Action/Adventure,2.6,13964440.0,2.6,3.58,80
tt4154756,Avengers: Infinity War,2018,Action/Science Fiction/Adventure,4.0,28632170.0,4.0,3.58,80
tt4154796,Avengers: Endgame,2019,Science Fiction/Action/Adventure,3.9,28032980.0,3.9,3.58,80
tt4160708,Don’t Breathe,2016,Thriller/Horror,,0.0,3.58,3.58,80
tt4178092,The Gift,2015,Mystery/Drama/Thriller,3.3,1829160.0,3.3,3.58,80
tt4209788,Molly’s Game,2017,Drama/Crime,3.6,2396910.0,3.6,3.58,80
tt4216984,Wolf Man,2025,Horror/Thriller,2.4,1739470.0,2.4,3.58,80
tt4218572,Widows,2018,Crime/Thriller/Drama,3.6,1411520.0,3.6,3.58,80
tt4225622,The Babysitter,2017,Horror/Comedy,2.7,3499030.0,2.7,3.58,80
tt4226388,Victoria,2015,Thriller/Crime/Romance,3.9,1039760.0,3.9,3.58,80
tt4244994,The Last Duel,2021,History/Drama/Action,3.7,3116480.0,3.7,3.58,80
tt4262980,シン・ゴジラ,2016,Action/Horror/Science Fiction,3.9,2169810.0,3.9,3.58,80
tt4263482,The Witch,2015,Horror/Drama/Fantasy,3.8,12637910.0,3.8,3.58,80
tt4267026,Hell House LLC,2015,Mystery/Horror,3.1,1472470.0,3.1,3.58,80
tt4273800,The Good Nurse,2022,Mystery/Crime/Drama,3.2,1621450.0,3.2,3.58,80
tt4276820,The Founder,2016,History/Drama,3.4,3500760.0,3.4,3.58,80
tt4302938,Kubo and the Two Strings,2016,Adventure/Animation/Family,3.9,2968290.0,3.9,3.58,80
tt4332232,Fractured,2019,Drama/Thriller,3.1,2369090.0,3.1,3.58,80
tt4353250,The Last Black Man in San Francisco,2019,Drama,4.1,1183360.0,4.1,3.58,80
tt4364194,The Peanut Butter Falcon,2019,Drama/Adventure/Comedy,3.8,2793220.0,3.8,3.58,80
tt4385888,20th Century Women,2016,Drama,4.0,2198250.0,4.0,3.58,80
tt4425200,John Wick: Chapter 2,2017,Crime/Action/Thriller,3.7,9529860.0,3.7,3.58,80
tt4481414,Gifted,2017,Comedy/Drama,3.7,2929810.0,3.7,3.58,80
tt4495098,Gran Turismo,2023,Adventure/Drama/Action,3.4,3378140.0,3.4,3.58,80
tt4500922,Maze Runner: The Death Cure,2018,Action/Science Fiction/Adventure/Thriller,3.2,4408050.0,3.2,3.58,80
tt4513678,Ghostbusters: Afterlife,2021,Comedy/Adventure/Fantasy/Science Fiction,3.0,3275060.0,3.0,3.58,80
tt4538072,Black Mirror: San Junipero,2016,TV Movie/Drama/Thriller/Science Fiction,4.1,2182100.0,4.1,3.58,80
tt4555426,Darkest Hour,2017,Drama/History,3.5,2301220.0,3.5,3.58,80
tt4566758,Mulan,2020,Fantasy/Adventure/Action,2.3,2779820.0,2.3,3.58,80
tt4575576,Christopher Robin,2018,Adventure/Family/Comedy/Fantasy,3.5,2006110.0,3.5,3.58,80
tt4589218,Five Nights at Freddy’s,2023,Horror/Thriller,2.6,11099470.0,2.6,3.58,80
tt4614584,Purple Hearts,2022,Drama/Romance,2.4,2484500.0,2.4,3.58,80
tt4630562,The Fate of the Furious,2017,Crime/Thriller/Action,2.7,2935520.0,2.7,3.58,80
tt4633694,Spider-Man: Into the Spider-Verse,2018,Adventure/Animation/Action/Science Fiction,4.4,36138120.0,4.4,3.58,80
tt4682266,The New Mutants,2020,Action/Horror/Science Fiction,2.1,2142910.0,2.1,3.58,80
tt4686844,The Death of Stalin,2017,Drama/Comedy/History,3.8,2491400.0,3.8,3.58,80
tt4687108,In the Tall Grass,2019,Drama/Thriller/Horror,2.4,2202130.0,2.4,3.58,80
tt4695012,It Comes at Night,2017,Drama/Mystery/Horror,3.1,2173630.0,3.1,3.58,80
tt4698684,Hunt for the Wilderpeople,2016,Comedy/Drama/Adventure,4.1,3342630.0,4.1,3.58,80
tt4701182,Bumblebee,2018,Adventure/Action/Science Fiction,3.2,3185820.0,3.2,3.58,80
tt4731136,A Cure for Wellness,2016,Mystery/Science Fiction/Horror,3.1,1848570.0,3.1,3.58,80
tt4765284,Pitch Perfect 3,2017,Music/Comedy,2.6,2666190.0,2.6,3.58,80
tt4772188,Straume,2024,Family/Fantasy/Animation/Adventure,4.1,8499720.0,4.1,3.58,80
tt4777008,Maleficent: Mistress of Evil,2019,Fantasy/Family/Action/Adventure,3.0,2529990.0,3.0,3.58,80
tt4779682,The Meg,2018,Science Fiction/Horror/Action,2.4,4227970.0,2.4,3.58,80
tt4786282,Lights Out,2016,Horror,2.7,2249200.0,2.7,3.58,80
tt4827558,High Life,2018,Science Fiction/Drama/Mystery,3.2,1505130.0,3.2,3.58,80
tt4846232,Good Time,2017,Drama/Crime/Thriller,4.0,6397160.0,4.0,3.58,80
tt4873118,Guy Ritchie’s The Covenant,2023,Thriller/War/Action,3.5,2008300.0,3.5,3.58,80
tt4877122,The Emoji Movie,2017,Animation/Family/Comedy,1.4,2818050.0,1.4,3.58,80
tt4900148,Elio,2025,Comedy/Science Fiction/Adventure/Family/Animation,3.4,1299800.0,3.4,3.58,80
tt4919268,Bad Boys: Ride or Die,2024,Comedy/Action/Crime/Thriller/Adventure,3.2,2198630.0,3.2,3.58,80
tt4925292,Lady Bird,2017,Comedy/Drama,3.8,25919700.0,3.8,3.58,80
tt4972582,Split,2016,Horror/Thriller,3.5,15147050.0,3.5,3.58,80
tt4975722,Moonlight,2016,Drama,4.2,12281830.0,4.2,3.58,80
tt4978342,My Oxford Year,2025,Drama/Comedy/Romance,2.3,2571450.0,2.3,3.58,80
tt4995790,The Square,2017,Drama,3.6,1305840.0,3.6,3.58,80
tt4998632,Ambulance,2022,Thriller/Action/Crime,3.0,1864290.0,3.0,3.58,80
tt5013056,Dunkirk,2017,Action/Drama/War,3.8,15902220.0,3.8,3.58,80
tt5022702,Hush,2016,Horror/Thriller,3.2,4313080.0,3.2,3.58,80
tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,Crime/Drama,4.1,7402290.0,4.1,3.58,80
tt5028340,Mary Poppins Returns,2018,Fantasy/Family/Comedy,3.0,1973820.0,3.0,3.58,80
tt5040012,Nosferatu,2024,Fantasy/Drama/Horror,3.7,21865960.0,3.7,3.58,80
tt5052448,Get Out,2017,Horror/Mystery/Thriller,4.1,35341240.0,4.1,3.58,80
tt5073642,Color Out of Space,2019,Mystery/Science Fiction/Thriller/Horror,3.2,1410470.0,3.2,3.58,80
tt5083738,The Favourite,2018,Drama/Comedy/History,4.0,8300180.0,4.0,3.58,80
tt5090568,Transformers: Rise of the Beasts,2023,Action/Science Fiction/Adventure,2.7,2673380.0,2.7,3.58,80
tt5095030,Ant-Man and the Wasp,2018,Adventure/Action/Science Fiction,2.8,10435050.0,2.8,3.58,80
tt5104604,Isle of Dogs,2018,Comedy/Animation/Adventure,4.0,9528450.0,4.0,3.58,80
tt5108870,Morbius,2022,Science Fiction/Action/Fantasy,1.6,3714090.0,1.6,3.58,80
tt5109784,mother!,2017,Drama/Horror,3.5,7572240.0,3.5,3.58,80
tt5140878,Annabelle: Creation,2017,Horror,3.0,3003100.0,3.0,3.58,80
tt5164214,Ocean’s Eight,2018,Crime/Action/Comedy,3.4,7879790.0,3.4,3.58,80
tt5177120,The Ministry of Ungentlemanly Warfare,2024,Action/Comedy/War,3.2,2280490.0,3.2,3.58,80
tt5181830,Wendell & Wild,2022,Animation/Horror/Fantasy/Comedy/Family,3.4,1316100.0,3.4,3.58,80
tt5198068,Wolfwalkers,2020,Animation/Family/Fantasy/Adventure,4.2,1476000.0,4.2,3.58,80
tt5198890,Eileen,2023,Thriller,3.1,1153850.0,3.1,3.58,80
tt5215952,곡성,2016,Horror/Mystery,4.0,2404580.0,4.0,3.58,80
tt5220122,Hotel Transylvania 3: Summer Vacation,2018,Comedy/Animation/Fantasy/Family,2.6,2138910.0,2.6,3.58,80
tt5247022,Paterson,2016,Comedy/Romance/Drama,3.9,2044280.0,3.9,3.58,80
tt5304992,Set It Up,2018,Comedy/Romance,3.3,3587920.0,3.3,3.58,80
tt5311514,君の名は。,2016,Romance/Animation/Drama,4.2,11847660.0,4.2,3.58,80
tt5362988,Wind River,2017,Thriller/Mystery/Crime,3.8,2947450.0,3.8,3.58,80
tt5363618,Sound of Metal,2019,Drama/Music,4.2,7318140.0,4.2,3.58,80
tt5433138,F9,2021,Crime/Adventure/Action,,0.0,3.58,3.58,80
tt5433140,Fast X,2023,Crime/Action/Adventure/Mystery/Thriller,2.5,2929470.0,2.5,3.58,80
tt5439796,Logan Lucky,2017,Crime/Comedy/Action/Drama,3.5,2783110.0,3.5,3.58,80
tt5439812,Zola,2020,Comedy/Crime,3.5,1546810.0,3.5,3.58,80
tt5442430,Life,2017,Science Fiction/Thriller/Horror/Mystery,,0.0,3.58,3.58,80
tt5462602,The Big Sick,2017,Comedy/Romance/Drama,3.8,2485280.0,3.8,3.58,80
tt5463162,Deadpool 2,2018,Action/Comedy/Adventure,3.5,14956800.0,3.5,3.58,80
tt5503686,Hustlers,2019,Comedy/Crime/Drama,3.3,2920790.0,3.3,3.58,80
tt5535276,Maestro,2023,Drama/Music/Romance,3.1,3172900.0,3.1,3.58,80
tt5536736,The Meyerowitz Stories (New and Selected),2017,Drama/Comedy,3.7,1453530.0,3.7,3.58,80
tt5537002,Killers of the Flower Moon,2023,Crime/History/Drama,4.0,10760510.0,4.0,3.58,80
tt5541240,To the Bone,2017,Drama,3.0,2066090.0,3.0,3.58,80
tt5580036,"I, Tonya",2017,Drama/Comedy,3.9,10306750.0,3.9,3.58,80
tt5580390,The Shape of Water,2017,Fantasy/Drama/Romance,3.7,9197220.0,3.7,3.58,80
tt5592248,The Beguiled,2017,Drama,3.3,1665430.0,3.3,3.58,80
tt5613484,mid90s,2018,Drama/Comedy,3.8,6975960.0,3.8,3.58,80
tt5635086,God’s Own Country,2017,Romance/Drama,4.0,1222010.0,4.0,3.58,80
tt5638642,The Ritual,2017,Horror/Mystery/Thriller,3.2,3341930.0,3.2,3.58,80
tt5649108,Thoroughbreds,2017,Thriller/Drama,3.5,1527270.0,3.5,3.58,80
tt5649144,The Florida Project,2017,Drama,4.1,8859470.0,4.1,3.58,80
tt5672290,The First Omen,2024,Horror,3.4,3154450.0,3.4,3.58,80
tt5691670,Under the Silver Lake,2018,Mystery/Crime/Drama,3.5,2407060.0,3.5,3.58,80
tt5697572,Cats,2019,Comedy/Drama/Fantasy,1.3,1649420.0,1.3,3.58,80
tt5700672,부산행,2016,Thriller/Horror/Adventure/Action,4.0,9592570.0,4.0,3.58,80
tt5715874,The Killing of a Sacred Deer,2017,Mystery/Drama/Thriller,3.7,7114470.0,3.7,3.58,80
tt5726616,Call Me by Your Name,2017,Romance/Drama,3.9,23676890.0,3.9,3.58,80
tt5727208,Uncut Gems,2019,Crime/Thriller/Drama,3.9,13865690.0,3.9,3.58,80
tt5742374,You Were Never Really Here,2017,Drama/Thriller/Crime,3.7,2522990.0,3.7,3.58,80
tt5774060,Underwater,2020,Science Fiction/Horror/Adventure/Action,2.8,1712330.0,2.8,3.58,80
tt5776858,Phantom Thread,2017,Drama/Romance,4.2,5007580.0,4.2,3.58,80
tt5779228,The Garfield Movie,2024,Adventure/Animation/Family/Comedy,2.5,1504130.0,2.5,3.58,80
tt5814060,The Nun,2018,Horror,2.3,5131160.0,2.3,3.58,80
tt5822536,Paddington in Peru,2024,Comedy/Family/Adventure,3.4,2327430.0,3.4,3.58,80
tt5867314,The Empty Man,2020,Horror/Mystery/Thriller,3.1,1170980.0,3.1,3.58,80
tt5884052,Pokémon Detective Pikachu,2019,Action/Fantasy/Adventure,3.0,5193690.0,3.0,3.58,80
tt5886046,Escape Room,2019,Thriller/Mystery/Horror,2.9,2869220.0,2.9,3.58,80
